ExampleOrder-Daily4Sim,1983-03-30 00:00:00.000000,10000,0,10000
ExampleReversal-Daily4Sim,1983-03-30 00:00:00.000000,10000,0,10000
AutoGen-Portfolio-Daily4Sim,1983-03-30 00:00:00.000000,10000,0,10000
ExampleOrder-FullTick,1983-03-30 00:00:00.000000,10000,0,10000
Portfolio,1983-03-30 00:00:00.000000,10000,0,10000
ExampleOrder-Daily4Sim,1983-03-31 00:00:00.000000,9998,0,9998
ExampleReversal-Daily4Sim,1983-03-31 00:00:00.000000,10000,0,10000
AutoGen-Portfolio-Daily4Sim,1983-03-31 00:00:00.000000,9998,0,9998
ExampleOrder-FullTick,1983-03-31 00:00:00.000000,9998,0,9998
Portfolio,1983-03-31 00:00:00.000000,9996,0,9996
Portfolio,1983-04-01 00:00:00.000000,9996,0,9996
ExampleOrder-Daily4Sim,1983-04-04 00:00:00.000000,9998,1.3,9999.3
ExampleReversal-Daily4Sim,1983-04-04 00:00:00.000000,10000,0,10000
AutoGen-Portfolio-Daily4Sim,1983-04-04 00:00:00.000000,9998,1.3,9999.3
ExampleOrder-FullTick,1983-04-04 00:00:00.000000,9998,1.3,9999.3
Portfolio,1983-04-04 00:00:00.000000,9996,2.6,9998.6
ExampleOrder-Daily4Sim,1983-04-05 00:00:00.000000,9998,-1.4,9996.6
ExampleReversal-Daily4Sim,1983-04-05 00:00:00.000000,10000,0,10000
AutoGen-Portfolio-Daily4Sim,1983-04-05 00:00:00.000000,9998,-1.4,9996.6
ExampleOrder-FullTick,1983-04-05 00:00:00.000000,9998,-1.4,9996.6
Portfolio,1983-04-05 00:00:00.000000,9996,-2.8,9993.2
ExampleOrder-Daily4Sim,1983-04-06 00:00:00.000000,9996.9,0,9996.9
ExampleReversal-Daily4Sim,1983-04-06 00:00:00.000000,10000,0.19,10000.19
AutoGen-Portfolio-Daily4Sim,1983-04-06 00:00:00.000000,9996.87,0.22,9997.09
ExampleOrder-FullTick,1983-04-06 00:00:00.000000,9996.9,0,9996.9
